"","yrs","ages","vals","model","var_param","species","sd"
"9347",17,3,0.62672357587923,"3D_GMRF","Conditional","atkamack",0.030935311789999
"9348",18,3,0.567797138747653,"3D_GMRF","Conditional","atkamack",0.0380639928170246
"9349",19,3,0.517600259723817,"3D_GMRF","Conditional","atkamack",0.0361394836588133
"9350",20,3,0.475016041111725,"3D_GMRF","Conditional","atkamack",0.0402272955166389
"9351",21,3,0.659223118749622,"3D_GMRF","Conditional","atkamack",0.0425065826937103
"9352",22,3,0.49416818800272,"3D_GMRF","Conditional","atkamack",0.0436663868683896
"9353",23,3,0.567806571891643,"3D_GMRF","Conditional","atkamack",0.0449405862234041
"9354",24,3,0.59449539417707,"3D_GMRF","Conditional","atkamack",0.0457699417614731
"9355",25,3,0.562873821269273,"3D_GMRF","Conditional","atkamack",0.00849783268816567
"9356",26,3,0.459096537993982,"3D_GMRF","Conditional","atkamack",0.0151391350967438
"9357",27,3,0.420643718827489,"3D_GMRF","Conditional","atkamack",0.0201979448237067
"9358",28,3,0.443706569747099,"3D_GMRF","Conditional","atkamack",0.0241525709294916
"9359",29,3,0.480188117094931,"3D_GMRF","Conditional","atkamack",0.026644539227828
"9360",30,3,0.50255948074788,"3D_GMRF","Conditional","atkamack",0.029513857129464
"9361",31,3,0.547393254304946,"3D_GMRF","Conditional","atkamack",0.0331184871976863
"9362",32,3,0.539429165707861,"3D_GMRF","Conditional","atkamack",0.0344963973145848
"9363",33,3,0.494889062016633,"3D_GMRF","Conditional","atkamack",0.0357776590618173
"9364",34,3,0.562595066433673,"3D_GMRF","Conditional","atkamack",0.0444449257968192
"9365",35,3,0.639410641204336,"3D_GMRF","Conditional","atkamack",0.0127808207436492
"9366",36,3,0.510223722145693,"3D_GMRF","Conditional","atkamack",0.0189507928725856
"9367",37,3,0.601302606978007,"3D_GMRF","Conditional","atkamack",0.0247072046994477
"9368",38,3,0.635928937152024,"3D_GMRF","Conditional","atkamack",0.0313104270020329
"9369",39,3,0.600682605941642,"3D_GMRF","Conditional","atkamack",0.0352963454062498
"9370",40,3,0.553248444255301,"3D_GMRF","Conditional","atkamack",0.0282963593192159
"9371",41,3,0.624881796608284,"3D_GMRF","Conditional","atkamack",0.0344806395134963
"9372",42,3,0.692833985643188,"3D_GMRF","Conditional","atkamack",0.0379897621871632
"9373",43,3,0.665979674070387,"3D_GMRF","Conditional","atkamack",0.0420076557510755
"9374",1,4,0.400092472534887,"3D_GMRF","Conditional","atkamack",0.0445133521845905
"9375",2,4,0.348246010485493,"3D_GMRF","Conditional","atkamack",0.0156249318939032
"9376",3,4,0.475733417993983,"3D_GMRF","Conditional","atkamack",0.0219377721916628
"9377",4,4,0.520012066067418,"3D_GMRF","Conditional","atkamack",0.0308994355898518
"9378",5,4,0.520177448917452,"3D_GMRF","Conditional","atkamack",0.0368554174696639
"9379",6,4,0.56401707332594,"3D_GMRF","Conditional","atkamack",0.0371684147540169
"9380",7,4,0.601149088835803,"3D_GMRF","Conditional","atkamack",0.0410619915870441
"9381",8,4,0.706179958941819,"3D_GMRF","Conditional","atkamack",0.0557133671165103
"9382",9,4,0.6802023842456,"3D_GMRF","Conditional","atkamack",0.043266553575092
"9383",10,4,0.549237846085234,"3D_GMRF","Conditional","atkamack",0.057796145527
"9384",11,4,0.893891566112125,"3D_GMRF","Conditional","atkamack",0.05854055921377
"9385",12,4,0.565430481738619,"3D_GMRF","Conditional","atkamack",0.00995720302783679
"9386",13,4,0.737337620707288,"3D_GMRF","Conditional","atkamack",0.00898672647998098
"9387",14,4,0.873810178812302,"3D_GMRF","Conditional","atkamack",0.0231746577617024
"9388",15,4,0.725481696470493,"3D_GMRF","Conditional","atkamack",0.0309395000901727
"9389",16,4,0.716990468610275,"3D_GMRF","Conditional","atkamack",0.0291464398416307
"9390",17,4,0.682297308546988,"3D_GMRF","Conditional","atkamack",0.0279310347437506
"9391",18,4,0.649074389763318,"3D_GMRF","Conditional","atkamack",0.0319960087426261
"9392",19,4,0.665843806557502,"3D_GMRF","Conditional","atkamack",0.0422284047799336
"9393",20,4,0.63260657492908,"3D_GMRF","Conditional","atkamack",0.0315257765476231
"9394",21,4,0.68832145190471,"3D_GMRF","Conditional","atkamack",0.0428078562012381
"9395",22,4,0.580695207314869,"3D_GMRF","Conditional","atkamack",0.00995679771957073
"9396",23,4,0.705336493184205,"3D_GMRF","Conditional","atkamack",0.0168236349704887
"9397",24,4,0.689479454623664,"3D_GMRF","Conditional","atkamack",0.0259344200714277
"9398",25,4,0.717396024310337,"3D_GMRF","Conditional","atkamack",0.0303735130114714
"9399",26,4,0.598619418965256,"3D_GMRF","Conditional","atkamack",0.037548787557694
"9400",27,4,0.539475074668019,"3D_GMRF","Conditional","atkamack",0.0405863432257659
"9401",28,4,0.566101565338291,"3D_GMRF","Conditional","atkamack",0.0353306656461774
"9402",29,4,0.536450221619365,"3D_GMRF","Conditional","atkamack",0.0363826144553965
"9403",30,4,0.551927411885138,"3D_GMRF","Conditional","atkamack",0.0384096180879151
"9404",31,4,0.710278614355744,"3D_GMRF","Conditional","atkamack",0.0423440203995777
"9405",32,4,0.616395896503903,"3D_GMRF","Conditional","atkamack",0.00995715680470123
"9406",33,4,0.604399474076693,"3D_GMRF","Conditional","atkamack",0.0244890814156923
"9407",34,4,0.584984197952556,"3D_GMRF","Conditional","atkamack",0.0267055938899776
"9408",35,4,0.799287854623725,"3D_GMRF","Conditional","atkamack",0.0290021068089306
"9409",36,4,0.612370647090805,"3D_GMRF","Conditional","atkamack",0.0327064996248578
"9410",37,4,0.676692774909867,"3D_GMRF","Conditional","atkamack",0.0348191241146984
"9411",38,4,0.707851111187295,"3D_GMRF","Conditional","atkamack",0.0330809249660724
"9412",39,4,0.62145052692952,"3D_GMRF","Conditional","atkamack",0.0431651940148468
"9413",40,4,0.677380173784127,"3D_GMRF","Conditional","atkamack",0.034277950460657
"9414",41,4,0.648044658147083,"3D_GMRF","Conditional","atkamack",0.042331317954331
"9415",42,4,0.741930398443095,"3D_GMRF","Conditional","atkamack",0.00650805523923222
"9416",43,4,0.767526051732701,"3D_GMRF","Conditional","atkamack",0.0156671711993191
"9417",1,5,0.469938456323258,"3D_GMRF","Conditional","atkamack",0.0243260468522685
"9418",2,5,0.387973731256723,"3D_GMRF","Conditional","atkamack",0.027651794231414
"9419",3,5,0.475225275820669,"3D_GMRF","Conditional","atkamack",0.0296428827881024
"9420",4,5,0.584734266342665,"3D_GMRF","Conditional","atkamack",0.0328535893538547
"9421",5,5,0.585419353014346,"3D_GMRF","Conditional","atkamack",0.031744143584561
"9422",6,5,0.693867281861414,"3D_GMRF","Conditional","atkamack",0.0315296882984215
"9423",7,5,0.686610275515305,"3D_GMRF","Conditional","atkamack",0.0312406283499605
"9424",8,5,0.775820266139039,"3D_GMRF","Conditional","atkamack",0.0388825734190353
"9425",9,5,0.738287244834574,"3D_GMRF","Conditional","atkamack",0.00400870192837338
"9426",10,5,0.778782160601387,"3D_GMRF","Conditional","atkamack",0.00989925349433691
"9427",11,5,0.861735060011371,"3D_GMRF","Conditional","atkamack",0.0222948043759302
"9428",12,5,0.625936614491147,"3D_GMRF","Conditional","atkamack",0.0284168207564609
"9429",13,5,0.829308133060336,"3D_GMRF","Conditional","atkamack",0.029231137997668
"9430",14,5,0.887286238065886,"3D_GMRF","Conditional","atkamack",0.0293668546417573
"9431",15,5,0.687136149936515,"3D_GMRF","Conditional","atkamack",0.0300241045818082
"9432",16,5,0.890081897745611,"3D_GMRF","Conditional","atkamack",0.0306063545703448
"9433",17,5,0.772804201280423,"3D_GMRF","Conditional","atkamack",0.0273265454061963
"9434",18,5,0.698410479597952,"3D_GMRF","Conditional","atkamack",0.0383513123086543
"9435",19,5,0.687739265993415,"3D_GMRF","Conditional","atkamack",0.00815798792632747
"9436",20,5,0.727926759786893,"3D_GMRF","Conditional","atkamack",0.0127013184501793
"9437",21,5,0.856780806216543,"3D_GMRF","Conditional","atkamack",0.0204002743198761
"9438",22,5,0.644732798160714,"3D_GMRF","Conditional","atkamack",0.0270184611660815
"9439",23,5,0.754897127264844,"3D_GMRF","Conditional","atkamack",0.030889624113135
"9440",24,5,0.733719101737149,"3D_GMRF","Conditional","atkamack",0.0315099993645125
"9441",25,5,0.76370820881071,"3D_GMRF","Conditional","atkamack",0.0325839203025248
"9442",26,5,0.603916359501391,"3D_GMRF","Conditional","atkamack",0.0337496385631731
"9443",27,5,0.665339945689892,"3D_GMRF","Conditional","atkamack",0.0356199997346786
"9444",28,5,0.623832101750771,"3D_GMRF","Conditional","atkamack",0.0408778156708334
"9445",29,5,0.559299040461078,"3D_GMRF","Conditional","atkamack",0.00995665614730827
"9446",30,5,0.61208697423903,"3D_GMRF","Conditional","atkamack",0.0171190974050265
"9447",31,5,0.698795413696449,"3D_GMRF","Conditional","atkamack",0.0282823724128149
"9448",32,5,0.72416169038723,"3D_GMRF","Conditional","atkamack",0.0291945646729649
"9449",33,5,0.66851769920849,"3D_GMRF","Conditional","atkamack",0.0362442350625278
"9450",34,5,0.672003999785052,"3D_GMRF","Conditional","atkamack",0.0378808195862136
"9451",35,5,0.754084621129603,"3D_GMRF","Conditional","atkamack",0.0405060674471229
"9452",36,5,0.65881710843342,"3D_GMRF","Conditional","atkamack",0.0371132465268688
"9453",37,5,0.740630758043116,"3D_GMRF","Conditional","atkamack",0.039735849197743
"9454",38,5,0.736064803241165,"3D_GMRF","Conditional","atkamack",0.0461194588382026
"9455",39,5,0.678706207964944,"3D_GMRF","Conditional","atkamack",0.00995675897396198
"9456",40,5,0.680211248563493,"3D_GMRF","Conditional","atkamack",0.0128113199117285
"9457",41,5,0.753680585191375,"3D_GMRF","Conditional","atkamack",0.0212405319531154
"9458",42,5,0.710762707598898,"3D_GMRF","Conditional","atkamack",0.0248263966294284
"9459",43,5,0.78173746863136,"3D_GMRF","Conditional","atkamack",0.0274471170767932
"9460",1,6,0.505998084077371,"3D_GMRF","Conditional","atkamack",0.0290218716910363
"9461",2,6,0.397161418475805,"3D_GMRF","Conditional","atkamack",0.0327795480681998
"9462",3,6,0.468929698928659,"3D_GMRF","Conditional","atkamack",0.0300625320927107
"9463",4,6,0.627533729502201,"3D_GMRF","Conditional","atkamack",0.0336917271554401
"9464",5,6,0.629875478697862,"3D_GMRF","Conditional","atkamack",0.0363330896206085
"9465",6,6,0.788179995760268,"3D_GMRF","Conditional","atkamack",0.0103773774637589
"9466",7,6,0.802534896941205,"3D_GMRF","Conditional","atkamack",0.017501602685344
"9467",8,6,0.805391954330188,"3D_GMRF","Conditional","atkamack",0.0243161437918498
"9468",9,6,0.77458720097401,"3D_GMRF","Conditional","atkamack",0.0300410347766924
"9469",10,6,0.756036979272039,"3D_GMRF","Conditional","atkamack",0.0319601146326977
"9470",11,6,0.957689536248757,"3D_GMRF","Conditional","atkamack",0.035330440093679
"9471",12,6,0.694177905518722,"3D_GMRF","Conditional","atkamack",0.0408369485626278
"9472",13,6,0.669572759051425,"3D_GMRF","Conditional","atkamack",0.0480080811461681
"9473",14,6,0.980545785217678,"3D_GMRF","Conditional","atkamack",0.0469389498776088
"9474",15,6,0.65899380301267,"3D_GMRF","Conditional","atkamack",0.040413131406579
"9475",16,6,0.961334281366507,"3D_GMRF","Conditional","atkamack",0.00933607018158029
"9476",17,6,0.826091399124276,"3D_GMRF","Conditional","atkamack",0.0213313347415147
"9477",18,6,0.774971264450034,"3D_GMRF","Conditional","atkamack",0.0254080989174331
"9478",19,6,0.691989473767205,"3D_GMRF","Conditional","atkamack",0.029305538187607
"9479",20,6,0.744289686918541,"3D_GMRF","Conditional","atkamack",0.0311092533380625
"9480",21,6,0.90107838387014,"3D_GMRF","Conditional","atkamack",0.0329006512195647
"9481",22,6,0.684261069887892,"3D_GMRF","Conditional","atkamack",0.0359306483755932
"9482",23,6,0.838268145612578,"3D_GMRF","Conditional","atkamack",0.0343149216487061
"9483",24,6,0.779193882338197,"3D_GMRF","Conditional","atkamack",0.0379260989672177
"9484",25,6,0.838430571719784,"3D_GMRF","Conditional","atkamack",0.041473602046637
"9485",26,6,0.722145387576017,"3D_GMRF","Conditional","atkamack",0.00968946958321821
"9486",27,6,0.745089449884878,"3D_GMRF","Conditional","atkamack",0.0180268848972436
"9487",28,6,0.680676171797443,"3D_GMRF","Conditional","atkamack",0.0240912223187522
"9488",29,6,0.65932533295923,"3D_GMRF","Conditional","atkamack",0.0305221839885562
"9489",30,6,0.647790477839926,"3D_GMRF","Conditional","atkamack",0.0323598376304112
"9490",31,6,0.766216934246673,"3D_GMRF","Conditional","atkamack",0.0354030299471129
"9491",32,6,0.719561852159363,"3D_GMRF","Conditional","atkamack",0.0348140088807684
"9492",33,6,0.732735362108562,"3D_GMRF","Conditional","atkamack",0.0395471175685915
"9493",34,6,0.685676523409058,"3D_GMRF","Conditional","atkamack",0.0382224278637478
"9494",35,6,0.769746029058744,"3D_GMRF","Conditional","atkamack",0.0461774985476398
"9495",36,6,0.714438175948884,"3D_GMRF","Conditional","atkamack",0.0109570469584583
"9496",37,6,0.862018601745242,"3D_GMRF","Conditional","atkamack",0.0126724666516295
"9497",38,6,0.837512907966774,"3D_GMRF","Conditional","atkamack",0.0197586851167227
"9498",39,6,0.703305571530835,"3D_GMRF","Conditional","atkamack",0.0256306240807704
"9499",40,6,0.706818626999219,"3D_GMRF","Conditional","atkamack",0.0257043671769903
"9500",41,6,0.783124954706403,"3D_GMRF","Conditional","atkamack",0.0306811916912129
"9501",42,6,0.781796189524531,"3D_GMRF","Conditional","atkamack",0.0306380417096338
"9502",43,6,0.748996731425994,"3D_GMRF","Conditional","atkamack",0.0334417751707297
"9503",1,7,0.38093102121061,"3D_GMRF","Conditional","atkamack",0.035815071333566
"9504",2,7,0.370738555172523,"3D_GMRF","Conditional","atkamack",0.0396003557987661
"9505",3,7,0.546552767065231,"3D_GMRF","Conditional","atkamack",0.00899967186137902
"9506",4,7,0.548593448940619,"3D_GMRF","Conditional","atkamack",0.0131321547987646
"9507",5,7,0.547947089270126,"3D_GMRF","Conditional","atkamack",0.0181130708612942
"9508",6,7,0.54923108760856,"3D_GMRF","Conditional","atkamack",0.0230912931964617
"9509",7,7,0.550868061885665,"3D_GMRF","Conditional","atkamack",0.0283950779091797
"9510",8,7,0.881200418930717,"3D_GMRF","Conditional","atkamack",0.0316421022697887
"9511",9,7,0.811483442175695,"3D_GMRF","Conditional","atkamack",0.0310109491135284
"9512",10,7,0.828503115384571,"3D_GMRF","Conditional","atkamack",0.0284831494360375
"9513",11,7,1.01893882133521,"3D_GMRF","Conditional","atkamack",0.0347461892911393
"9514",12,7,0.784226178773186,"3D_GMRF","Conditional","atkamack",0.0417933459278953
"9515",13,7,0.819756744775858,"3D_GMRF","Conditional","atkamack",0.00762642264276557
"9516",14,7,1.31405171295224,"3D_GMRF","Conditional","atkamack",0.0136450766812142
"9517",15,7,0.760514267136644,"3D_GMRF","Conditional","atkamack",0.0191012872044349
"9518",16,7,0.839427737690285,"3D_GMRF","Conditional","atkamack",0.0242690792923626
"9519",17,7,0.7871384782097,"3D_GMRF","Conditional","atkamack",0.0266254744814757
"9520",18,7,0.748719246152858,"3D_GMRF","Conditional","atkamack",0.0288949655585145
"9521",19,7,0.707488892612511,"3D_GMRF","Conditional","atkamack",0.0341931382420478
"9522",20,7,0.771414997530366,"3D_GMRF","Conditional","atkamack",0.03091588217436
"9523",21,7,0.964338012803556,"3D_GMRF","Conditional","atkamack",0.0383815008615873
"9524",22,7,0.774158698472365,"3D_GMRF","Conditional","atkamack",0.042527832106672
"9525",23,7,0.979188283545578,"3D_GMRF","Conditional","atkamack",0.010700929201666
"9526",24,7,0.850740659847512,"3D_GMRF","Conditional","atkamack",0.0175194684005439
"9527",25,7,0.828569034409921,"3D_GMRF","Conditional","atkamack",0.0206328370114216
"9528",26,7,0.723395144712833,"3D_GMRF","Conditional","atkamack",0.0229936297930637
"9529",27,7,0.731383308422407,"3D_GMRF","Conditional","atkamack",0.0238926560490776
"9530",28,7,0.807738019099754,"3D_GMRF","Conditional","atkamack",0.028000771331845
"9531",29,7,0.95843631727876,"3D_GMRF","Conditional","atkamack",0.0403100607138462
"9532",30,7,0.716804475951107,"3D_GMRF","Conditional","atkamack",0.0485022767383282
"9533",31,7,0.776854183961176,"3D_GMRF","Conditional","atkamack",0.0394134421638261
"9534",32,7,0.702523530589456,"3D_GMRF","Conditional","atkamack",0.0423372513595963
"9535",33,7,0.74514185414658,"3D_GMRF","Conditional","atkamack",0.011486017158471
"9536",34,7,0.756331305092102,"3D_GMRF","Conditional","atkamack",0.016961253268113
"9537",35,7,0.800526469939806,"3D_GMRF","Conditional","atkamack",0.0215924672454102
"9538",36,7,0.771916873596879,"3D_GMRF","Conditional","atkamack",0.0235960496815607
"9539",37,7,0.822575147814097,"3D_GMRF","Conditional","atkamack",0.0261648299051517
"9540",38,7,0.837078629999414,"3D_GMRF","Conditional","atkamack",0.0275914384848253
"9541",39,7,0.736356640845012,"3D_GMRF","Conditional","atkamack",0.030341602374167
"9542",40,7,0.721380776543913,"3D_GMRF","Conditional","atkamack",0.0357246055083768
"9543",41,7,0.796186750683166,"3D_GMRF","Conditional","atkamack",0.0360144971591141
"9544",42,7,0.819045896151301,"3D_GMRF","Conditional","atkamack",0.0413033650321506
"9545",43,7,0.844263890354864,"3D_GMRF","Conditional","atkamack",0.0106949908744243
"9546",1,8,0.769147050723693,"3D_GMRF","Conditional","atkamack",0.0188202717134628
"9547",2,8,0.42633549901666,"3D_GMRF","Conditional","atkamack",0.023419656590657
"9548",3,8,0.77349669652036,"3D_GMRF","Conditional","atkamack",0.0303535070284286
"9549",4,8,0.779103358482366,"3D_GMRF","Conditional","atkamack",0.0296206078307949
"9550",5,8,0.779154599505796,"3D_GMRF","Conditional","atkamack",0.0325153149572833
"9551",6,8,0.779176301946927,"3D_GMRF","Conditional","atkamack",0.0329166113794521
"9552",7,8,0.778537632216139,"3D_GMRF","Conditional","atkamack",0.0328376080885534
"9553",8,8,0.911859135269662,"3D_GMRF","Conditional","atkamack",0.0517704085146618
"9554",9,8,0.996986659576313,"3D_GMRF","Conditional","atkamack",0.0432700238731805
"9555",10,8,0.861987833831859,"3D_GMRF","Conditional","atkamack",0.0114525378045401
"9556",11,8,1.04855389944977,"3D_GMRF","Conditional","atkamack",0.0167174903848058
"9557",12,8,0.819607756542912,"3D_GMRF","Conditional","atkamack",0.0231646330964623
"9558",13,8,0.903746071414416,"3D_GMRF","Conditional","atkamack",0.0262576090447129
"9559",14,8,1.0607604942887,"3D_GMRF","Conditional","atkamack",0.0308366681879303
"9560",15,8,0.988993963431473,"3D_GMRF","Conditional","atkamack",0.0305098216832572
"9561",16,8,0.871976124916583,"3D_GMRF","Conditional","atkamack",0.0297463468588932
"9562",17,8,1.01661255433344,"3D_GMRF","Conditional","atkamack",0.0337153671315272
"9563",18,8,0.74677068295269,"3D_GMRF","Conditional","atkamack",0.0332433501856018
"9564",19,8,0.72022579282735,"3D_GMRF","Conditional","atkamack",0.0418749272465204
"9565",20,8,0.799795122753216,"3D_GMRF","Conditional","atkamack",0.00929821649582022
"9566",21,8,0.884866416010863,"3D_GMRF","Conditional","atkamack",0.0170353327215543
"9567",22,8,0.71249414366838,"3D_GMRF","Conditional","atkamack",0.0212182043646418
"9568",23,8,1.14435700182834,"3D_GMRF","Conditional","atkamack",0.0258592000242154
"9569",24,8,0.819365011771263,"3D_GMRF","Conditional","atkamack",0.0284160724585309
"9570",25,8,0.93914010184118,"3D_GMRF","Conditional","atkamack",0.0311194162979946
"9571",26,8,0.790956890976059,"3D_GMRF","Conditional","atkamack",0.031562818286473
"9572",27,8,0.672269609977224,"3D_GMRF","Conditional","atkamack",0.0325762997710509
"9573",28,8,0.734439923289013,"3D_GMRF","Conditional","atkamack",0.0344233270140803
"9574",29,8,1.1484673490894,"3D_GMRF","Conditional","atkamack",0.0345076986275131
"9575",30,8,0.847010210640114,"3D_GMRF","Conditional","atkamack",0.00885086283209187
"9576",31,8,0.784537267254689,"3D_GMRF","Conditional","atkamack",0.0156162736922324
"9577",32,8,0.793577797683408,"3D_GMRF","Conditional","atkamack",0.0241761237257937
"9578",33,8,0.770467268644949,"3D_GMRF","Conditional","atkamack",0.0249346954427603
"9579",34,8,0.725948450000742,"3D_GMRF","Conditional","atkamack",0.0286521846957378
"9580",35,8,0.923830291365745,"3D_GMRF","Conditional","atkamack",0.0290908205000202
"9581",36,8,0.823146950346243,"3D_GMRF","Conditional","atkamack",0.0321143358882212
"9582",37,8,0.802988982306858,"3D_GMRF","Conditional","atkamack",0.030682839761783
"9583",38,8,0.795291596997208,"3D_GMRF","Conditional","atkamack",0.0322717222787673
"9584",39,8,0.76947739347342,"3D_GMRF","Conditional","atkamack",0.0341001680726507
"9585",40,8,0.767491631370318,"3D_GMRF","Conditional","atkamack",0.00953012981354007
"9586",41,8,0.83646384798335,"3D_GMRF","Conditional","atkamack",0.019136904209679
"9587",42,8,0.838781430324304,"3D_GMRF","Conditional","atkamack",0.0272957985339387
"9588",43,8,0.812360358423774,"3D_GMRF","Conditional","atkamack",0.0340538655870881
"9589",1,9,0.977427124786471,"3D_GMRF","Conditional","atkamack",0.0319003282218373
"9590",2,9,0.954763180678894,"3D_GMRF","Conditional","atkamack",0.0325827991980079
"9591",3,9,0.975506149055643,"3D_GMRF","Conditional","atkamack",0.0337023228963816
"9592",4,9,0.97323841442548,"3D_GMRF","Conditional","atkamack",0.0389495491886566
"9593",5,9,0.973156428390165,"3D_GMRF","Conditional","atkamack",0.0382603722894723
"9594",6,9,0.973131871036258,"3D_GMRF","Conditional","atkamack",0.0379667789952425
"9595",7,9,0.971660511365356,"3D_GMRF","Conditional","atkamack",0.00996070247122967
"9596",8,9,0.976449408452859,"3D_GMRF","Conditional","atkamack",0.0161319740753501
"9597",9,9,1.01178629432625,"3D_GMRF","Conditional","atkamack",0.0218600651961292
"9598",10,9,0.954325248630977,"3D_GMRF","Conditional","atkamack",0.0261272542345578
"9599",11,9,1.08119998044036,"3D_GMRF","Conditional","atkamack",0.0280342452235396
"9600",12,9,0.856255646280399,"3D_GMRF","Conditional","atkamack",0.0302705810314623
"9601",13,9,1.00961774402435,"3D_GMRF","Conditional","atkamack",0.0326736563626788
"9602",14,9,1.37975014449255,"3D_GMRF","Conditional","atkamack",0.0346557325583299
"9603",15,9,0.754836940898372,"3D_GMRF","Conditional","atkamack",0.0375054048730579
"9604",16,9,0.909781928824721,"3D_GMRF","Conditional","atkamack",0.0399469838048944
"9605",17,9,0.819223518947284,"3D_GMRF","Conditional","atkamack",0.0115174817854785
"9606",18,9,0.737430922170076,"3D_GMRF","Conditional","atkamack",0.0121353000370196
"9607",19,9,0.645427207193225,"3D_GMRF","Conditional","atkamack",0.0259145861672546
"9608",20,9,0.844706479519858,"3D_GMRF","Conditional","atkamack",0.0287887158893194
"9609",21,9,0.950971593634219,"3D_GMRF","Conditional","atkamack",0.0313788424786691
"9610",22,9,0.79889944304364,"3D_GMRF","Conditional","atkamack",0.0364416883789856
"9611",23,9,1.12708202475425,"3D_GMRF","Conditional","atkamack",0.0346642252425524
"9612",24,9,0.905816848903993,"3D_GMRF","Conditional","atkamack",0.0338897257694413
"9613",25,9,0.917112693470735,"3D_GMRF","Conditional","atkamack",0.0346565705660339
"9614",26,9,0.85154565298455,"3D_GMRF","Conditional","atkamack",0.0455577017156961
"9615",27,9,0.825146585955676,"3D_GMRF","Conditional","atkamack",0.0136799658970387
"9616",28,9,0.910340783653204,"3D_GMRF","Conditional","atkamack",0.024372826068602
"9617",29,9,0.948764991112013,"3D_GMRF","Conditional","atkamack",0.027063179589153
"9618",30,9,0.863035004965011,"3D_GMRF","Conditional","atkamack",0.0301193235499571
"9619",31,9,1.21012178016341,"3D_GMRF","Conditional","atkamack",0.0311658344554057
"9620",32,9,0.79405517545212,"3D_GMRF","Conditional","atkamack",0.0353694587855943
"9621",33,9,0.813768833527794,"3D_GMRF","Conditional","atkamack",0.0353124546121311
"9622",34,9,0.763610043313764,"3D_GMRF","Conditional","atkamack",0.0334382861589311
"9623",35,9,0.912428493203195,"3D_GMRF","Conditional","atkamack",0.0393992591754741
"9624",36,9,0.892530308997212,"3D_GMRF","Conditional","atkamack",0.0389218476667228
"9625",37,9,0.828251914702811,"3D_GMRF","Conditional","atkamack",0.00772455676409953
"9626",38,9,0.932461063766115,"3D_GMRF","Conditional","atkamack",0.0161920007244876
"9627",39,9,0.766891238397125,"3D_GMRF","Conditional","atkamack",0.0258071981757219
"9628",40,9,0.763798588476746,"3D_GMRF","Conditional","atkamack",0.0264573921271537
"9629",41,9,0.811291895650394,"3D_GMRF","Conditional","atkamack",0.0289017011481687
"9630",42,9,0.850955019559815,"3D_GMRF","Conditional","atkamack",0.0298295096734017
"9631",43,9,0.819628667186475,"3D_GMRF","Conditional","atkamack",0.0311899080287311
"9632",1,10,1.06559403955494,"3D_GMRF","Conditional","atkamack",0.0325984882485353
"9633",2,10,1.06727074007058,"3D_GMRF","Conditional","atkamack",0.032322356562987
"9634",3,10,1.06838044216188,"3D_GMRF","Conditional","atkamack",0.0365446424790994
"9635",4,10,1.06817060050178,"3D_GMRF","Conditional","atkamack",0.010784690589157
"9636",5,10,1.06817811474813,"3D_GMRF","Conditional","atkamack",0.0195574571120171
"9637",6,10,1.0681944094435,"3D_GMRF","Conditional","atkamack",0.0236412030370602
"9638",7,10,1.06806325329646,"3D_GMRF","Conditional","atkamack",0.0289390210113257
"9639",8,10,1.0678518453384,"3D_GMRF","Conditional","atkamack",0.0288821102507062
"9640",9,10,1.06956802025272,"3D_GMRF","Conditional","atkamack",0.0300098666096616
"9641",10,10,1.04906384798895,"3D_GMRF","Conditional","atkamack",0.030570716702897
"9642",11,10,1.09816443753316,"3D_GMRF","Conditional","atkamack",0.032477755113191
"9643",12,10,1.05560137514959,"3D_GMRF","Conditional","atkamack",0.0323461615171383
"9644",13,10,1.06692211991716,"3D_GMRF","Conditional","atkamack",0.0321005731479151
"9645",14,10,1.41448175840825,"3D_GMRF","Conditional","atkamack",0.0111215332939491
"9646",15,10,1.01620230961397,"3D_GMRF","Conditional","atkamack",0.0197106151076978
"9647",16,10,1.00985956181978,"3D_GMRF","Conditional","atkamack",0.0267420810890154
"9648",17,10,1.00435404599496,"3D_GMRF","Conditional","atkamack",0.027529765292439
"9649",18,10,0.921338218588137,"3D_GMRF","Conditional","atkamack",0.0320331880598558
"9650",19,10,0.903328393988223,"3D_GMRF","Conditional","atkamack",0.0331110972716575
"9651",20,10,0.971231318841886,"3D_GMRF","Conditional","atkamack",0.033609714856625
"9652",21,10,1.09519061003108,"3D_GMRF","Conditional","atkamack",0.0352919082642276
"9653",22,10,0.860238266040721,"3D_GMRF","Conditional","atkamack",0.0341529705535075
"9654",23,10,0.965457911784709,"3D_GMRF","Conditional","atkamack",0.0362680036737487
"9655",24,10,0.986535642934869,"3D_GMRF","Conditional","atkamack",0.012641388456529
"9656",25,10,1.09646364341204,"3D_GMRF","Conditional","atkamack",0.0219170954223398
"9657",26,10,0.94260097141119,"3D_GMRF","Conditional","atkamack",0.0295547804183518
"9658",27,10,0.990590307259947,"3D_GMRF","Conditional","atkamack",0.0315205890372159
"9659",28,10,1.01183994898967,"3D_GMRF","Conditional","atkamack",0.0300755013159846
"9660",29,10,1.00908925204637,"3D_GMRF","Conditional","atkamack",0.0331065040510487
"9661",30,10,0.978898238438084,"3D_GMRF","Conditional","atkamack",0.0345255486785598
"9662",31,10,1.04031665713669,"3D_GMRF","Conditional","atkamack",0.0353273669331356
"9663",32,10,0.987837610953771,"3D_GMRF","Conditional","atkamack",0.0358659135859118
"9664",33,10,0.816837529378924,"3D_GMRF","Conditional","atkamack",0.0353784334105928
